Raw file	Experiment	Fraction	Enzyme	Enzyme mode	Enzyme first search	Enzyme mode first search	Use enzyme first search	Variable modifications	Fixed modifications	Multi modifications	Variable modifications first search	Use variable modifications first search	Requantify	Multiplicity	Max. missed cleavages	Max. labeled AAs	Labels0	Labels1	Labels2	LC-MS run type	Time-dependent recalibration	MS	MS/MS	MS3	MS/MS submitted	MS/MS submitted (SIL)	MS/MS submitted (ISO)	MS/MS submitted (PEAK)	MS/MS identified	MS/MS identified (SIL)	MS/MS identified (ISO)	MS/MS identified (PEAK)	MS/MS identified [%]	MS/MS identified (SIL) [%]	MS/MS identified (ISO) [%]	MS/MS identified (PEAK) [%]	Peptide sequences identified	Peaks	Peaks sequenced	Peaks sequenced [%]	Peaks repeatedly sequenced	Peaks repeatedly sequenced [%]	Isotope patterns	Isotope patterns sequenced	Isotope patterns sequenced (z>1)	Isotope patterns sequenced [%]	Isotope patterns sequenced (z>1) [%]	Isotope patterns repeatedly sequenced	Isotope patterns repeatedly sequenced [%]	Multiplets	Multiplets z=1	Multiplets z=2	Multiplets z=3	Multiplets z=4	Multiplets z=5	Multiplets z=6	Multiplets z=7	Multiplets sequenced	Multiplets sequenced [%]	Multiplets repeatedly sequenced	Multiplets repeatedly sequenced [%]	Multiplets identified	Multiplets identified [%]	Recalibrated	Av. absolute mass deviation [ppm]	Mass standard deviation [ppm]	Av. absolute mass deviation [mDa]	Mass standard deviation [mDa]
20191216_ZH_MEFs_Phosphoproteome_TiO2_4_12	Exp4	12	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		4747	38586	0	42031	19963	15178	6890	13934	10417	3191	326	33	52	21	4.7	3878	498657	33229	6.7	3540	11	77465	27604	27204	36	38	4984	18	7630	121	3584	3259	565	90	9	2	6326	83	5188	82	3215	51	+	0.42859	0.59004	0.32586	0.48241
20191216_ZH_MEFs_Phosphoproteome_TiO2_5_01_20191224022603	Exp5	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		4128	39831	0	43959	20364	15339	8256	15410	11193	3776	441	35	55	25	5.3	4377	536445	34593	6.4	3434	9.9	83617	28471	28003	34	36	4901	17	7806	106	3506	3354	700	130	6	4	6531	84	5196	80	3423	52	+	0.42665	0.58712	0.33674	0.4981
20191216_ZH_MEFs_Phosphoproteome_TiO2_5_02	Exp5	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		4147	39656	0	44079	20159	15074	8846	15522	11331	3833	358	35	56	25	4	4251	522123	34410	6.6	3474	10	81091	28170	27580	35	37	4864	17	7825	101	3328	3570	704	112	6	4	6596	84	5206	79	3491	53	+	0.41718	0.56653	0.32863	0.47844
20191216_ZH_MEFs_Phosphoproteome_TiO2_5_03	Exp5	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		4216	39564	0	43720	19319	16089	8312	15244	10822	3906	516	35	56	24	6.2	4240	511021	33924	6.6	3678	11	78150	27556	27106	35	37	5074	18	7156	111	3187	3053	676	115	9	5	6107	85	4883	80	3284	54	+	0.41324	0.57791	0.32781	0.49139
20191216_ZH_MEFs_Phosphoproteome_TiO2_5_04	Exp5	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		3542	40928	0	45769	19280	16807	9682	15599	11158	4034	407	34	58	24	4.2	4271	518598	35135	6.8	3594	10	81818	28536	27811	35	37	5046	18	7444	115	3172	3376	642	128	9	2	6306	85	4971	79	3490	55	+	0.4097	0.5602	0.33195	0.48605
20191216_ZH_MEFs_Phosphoproteome_TiO2_5_05	Exp5	5	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		3987	40059	0	44456	19258	16404	8794	15205	10786	3928	491	34	56	24	5.6	4117	523506	34637	6.6	3507	10	79942	27916	27394	35	37	5010	18	7255	130	3109	3172	672	159	11	2	6113	84	4900	80	3308	54	+	0.42382	0.58095	0.3351	0.4943
20191216_ZH_MEFs_Phosphoproteome_TiO2_5_06	Exp5	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		3672	40698	0	45415	19679	16302	9434	15333	11139	3851	343	34	57	24	3.6	4186	519478	35063	6.7	3617	10	81236	28239	27680	35	37	5171	18	7450	115	3154	3264	732	160	21	4	6290	84	4998	79	3379	54	+	0.40554	0.55275	0.32264	0.47017
20191216_ZH_MEFs_Phosphoproteome_TiO2_5_07	Exp5	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		3525	40951	0	45403	20540	15959	8904	16053	11636	3908	509	35	57	24	5.7	4309	533003	35123	6.6	3518	10	85238	28966	28469	34	36	4969	17	7944	126	3496	3485	715	110	6	6	6614	83	5276	80	3616	55	+	0.42384	0.5751	0.33765	0.49291
20191216_ZH_MEFs_Phosphoproteome_TiO2_5_08	Exp5	8	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		3522	40942	0	45188	20150	16546	8492	15367	11104	3894	369	34	55	24	4.3	4246	519186	34968	6.7	3677	11	83221	28739	28205	35	37	5137	18	7725	125	3336	3425	679	153	4	3	6496	84	5165	80	3391	52	+	0.42482	0.57729	0.338	0.49592
20191216_ZH_MEFs_Phosphoproteome_TiO2_5_09	Exp5	9	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		3475	41010	0	46213	18777	17030	10406	15051	10725	3958	368	33	57	23	3.5	3859	505789	34424	6.8	3784	11	77747	27333	26815	35	37	5250	19	6905	98	2966	2987	691	150	6	7	5849	85	4657	80	3161	54	+	0.41832	0.57446	0.33821	0.50533
20191216_ZH_MEFs_Phosphoproteome_TiO2_5_10	Exp5	10	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		4024	40023	0	44382	19153	16511	8718	14866	10786	3820	260	33	56	23	3	4186	529899	34152	6.4	3698	11	80702	27794	27279	34	37	5099	18	7348	120	3298	3210	601	107	10	2	6178	84	4951	80	3360	54	+	0.42446	0.58069	0.33409	0.49849
20191216_ZH_MEFs_Phosphoproteome_TiO2_5_11	Exp5	11	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		3927	40217	0	44807	19550	16077	9180	14679	10524	3892	263	33	54	24	2.9	3933	512407	34342	6.7	3576	10	78184	27809	27350	36	38	4966	18	7235	109	3158	3131	676	146	8	7	6180	85	4940	80	3183	52	+	0.42879	0.58122	0.33569	0.48464
20191216_ZH_MEFs_Phosphoproteome_TiO2_5_12	Exp5	12	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		4039	39981	0	44308	19386	16268	8654	14047	10255	3486	306	32	53	21	3.5	3903	510475	34661	6.8	3484	10	78028	28169	27618	36	38	5031	18	7090	147	3131	3084	611	104	11	2	6098	86	4948	81	3093	51	+	0.42244	0.58271	0.3302	0.4884
20191231_ZH_MEFS_phosphoproteome_FT_1_01	Exp1	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		7257	53183	0	58440	30137	17789	10514	31002	22110	7963	929	53	73	45	8.8	7892	512711	30681	6	10867	35	68827	23847	23385	35	38	11207	47	7837	508	4870	2214	218	25	2	0	6461	82	5161	80	4865	75	+	0.37622	0.5465	0.23727	0.3589
20191231_ZH_MEFS_phosphoproteome_FT_1_02	Exp1	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		7150	53983	0	59994	29912	18060	12022	33036	22744	8974	1318	55	76	50	11	8002	486261	30456	6.3	10857	36	64132	22931	22480	36	39	11026	48	7329	557	4579	1958	200	30	4	1	6059	83	4937	81	4717	78	+	0.35842	0.5207	0.23086	0.35095
20191231_ZH_MEFS_phosphoproteome_FT_1_03	Exp1	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		7187	53668	0	60316	28830	18190	13296	32625	22227	8800	1598	54	77	48	12	7629	484772	30644	6.3	10659	35	63382	22614	22162	36	39	10751	48	6959	461	4259	1944	256	37	2	0	5839	84	4764	82	4554	78	+	0.36616	0.52215	0.23997	0.36168
20191231_ZH_MEFS_phosphoproteome_FT_1_04	Exp1	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		7332	53188	0	60324	27662	18386	14276	30907	20621	8669	1617	51	75	47	11	7243	468390	30181	6.4	10277	34	60319	21883	21385	36	40	10322	47	6523	497	3911	1857	218	37	3	0	5437	83	4407	81	4176	77	+	0.3726	0.53209	0.24179	0.36578
20191231_ZH_MEFS_phosphoproteome_FT_1_05	Exp1	5	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		6811	55347	0	61254	30617	18821	11816	34470	23959	9200	1311	56	78	49	11	8080	509589	31539	6.2	11196	35	66486	23736	23262	36	39	11567	49	7343	568	4470	2027	248	27	3	0	6104	83	5058	83	4816	79	+	0.38146	0.54773	0.24812	0.37539
20191231_ZH_MEFS_phosphoproteome_FT_1_06	Exp1	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		7061	54431	0	60397	29753	18712	11932	33772	23151	9277	1344	56	78	50	11	7900	493465	30818	6.2	11096	36	64078	23184	22694	36	40	11395	49	7114	563	4384	1923	211	30	1	2	5892	83	4936	84	4627	79	+	0.3645	0.522	0.23471	0.35463
20191231_ZH_MEFS_phosphoproteome_FT_1_07	Exp1	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		6959	54636	0	60382	30293	18595	11494	33553	23285	9135	1133	56	77	49	9.9	7993	497110	31290	6.3	11216	36	65525	23647	23164	36	39	11473	49	7321	525	4488	2019	255	33	1	0	6132	84	5044	82	4775	78	+	0.36755	0.52043	0.23566	0.34635
20191231_ZH_MEFS_phosphoproteome_FT_1_08	Exp1	8	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		7313	53502	0	60516	28323	18165	14028	32683	21734	9186	1763	54	77	51	13	7546	474371	30343	6.4	10569	35	61559	22013	21563	36	39	10661	48	6847	540	4159	1899	207	39	1	2	5678	83	4621	81	4367	77	+	0.36833	0.52792	0.24271	0.36414
20191231_ZH_MEFS_phosphoproteome_FT_1_09	Exp1	9	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		7563	52266	0	58498	28531	17501	12466	31618	21384	8747	1487	54	75	50	12	7249	493419	29575	6	10420	35	63287	22100	21657	35	38	10510	48	6979	464	4222	2003	250	34	5	1	5814	83	4674	80	4354	75	+	0.36578	0.52419	0.24217	0.37122
20191231_ZH_MEFS_phosphoproteome_FT_1_10	Exp1	10	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		7024	54529	0	60519	29943	18594	11982	33352	22601	9387	1364	55	75	50	11	7760	492645	30780	6.2	10912	35	64148	22989	22519	36	39	11083	48	7134	507	4288	2047	252	33	3	4	5981	84	4889	82	4590	77	+	0.37236	0.53152	0.24202	0.36055
20191231_ZH_MEFS_phosphoproteome_FT_1_11	Exp1	11	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		7070	54037	0	59535	29549	18990	10996	33268	22409	9496	1363	56	76	50	12	7872	508306	31112	6.1	10959	35	66690	23707	23274	36	39	11280	48	7281	454	4440	2101	252	29	4	1	6158	85	4984	81	4745	77	+	0.37595	0.53349	0.24873	0.37676
20191231_ZH_MEFS_phosphoproteome_FT_1_12	Exp1	12	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		6868	54862	0	60580	30435	18707	11438	32783	22535	9011	1237	54	74	48	11	8118	508121	31867	6.3	11092	35	68435	24274	23821	35	39	11403	47	7661	471	4616	2258	272	40	3	1	6424	84	5246	82	4898	76	+	0.38165	0.54848	0.25128	0.37908
20191231_ZH_MEFS_phosphoproteome_FT_2_01	Exp2	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		6726	55669	0	60922	34053	16361	10508	34949	25930	7815	1204	57	76	48	11	9268	588825	34116	5.8	11171	33	81985	27033	26536	33	36	11727	43	10104	783	6177	2787	320	35	2	0	7896	78	6242	79	6128	78	+	0.40608	0.5799	0.26175	0.39143
20191231_ZH_MEFS_phosphoproteome_FT_2_02	Exp2	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		6697	55773	0	61185	34966	15395	10824	34436	26220	7048	1168	56	75	46	11	8126	515476	32347	6.3	11115	34	71898	25247	24818	35	38	11469	45	9520	695	5788	2694	301	38	3	1	7515	79	5951	79	5743	76	+	0.3806	0.54635	0.2498	0.37365
20191231_ZH_MEFS_phosphoproteome_FT_2_03	Exp2	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		6727	55431	0	62252	33260	15346	13646	33007	24999	6567	1441	53	75	43	11	7436	488754	33030	6.8	10792	33	67081	24684	24205	37	40	11155	45	8635	620	5152	2540	277	43	1	2	7025	81	5692	81	5299	75	+	0.37277	0.52872	0.24924	0.37342
20191231_ZH_MEFS_phosphoproteome_FT_2_04	Exp2	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		6652	55554	0	62334	33153	15617	13564	33092	24952	6827	1313	53	75	44	9.7	7610	496619	33091	6.7	10586	32	68094	24624	24126	36	40	11032	45	8571	594	5009	2566	343	57	2	0	6985	81	5610	80	5348	77	+	0.37958	0.54321	0.2546	0.38495
20191231_ZH_MEFS_phosphoproteome_FT_2_05	Exp2	5	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		6786	55107	0	61257	33580	15375	12302	32148	24204	6686	1258	52	72	43	10	7391	498053	32875	6.6	10717	33	67770	24868	24397	37	40	11235	45	8613	632	5096	2516	321	44	4	0	7002	81	5693	81	5181	74	+	0.39059	0.55113	0.26024	0.38748
20191231_ZH_MEFS_phosphoproteome_FT_2_06_20200102062725	Exp2	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		7238	52885	0	59547	31019	15200	13328	26378	20578	5002	798	44	66	33	6	7185	576724	35160	6.1	9885	28	79807	27587	27026	35	38	10534	38	9888	702	6252	2650	256	27	0	1	7877	80	6238	79	5284	67	+	0.38887	0.54768	0.24418	0.36373
20191231_ZH_MEFS_phosphoproteome_FT_2_07_20200102083454	Exp2	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		7341	52649	0	58271	32514	14513	11244	28850	22628	5351	871	50	70	37	7.7	7628	573611	34813	6.1	10332	30	79516	27822	27265	35	39	11000	40	10365	849	6261	2894	320	40	1	0	8231	79	6556	80	5715	69	+	0.37942	0.5345	0.23727	0.35278
20191231_ZH_MEFS_phosphoproteome_FT_2_08_20200102104221	Exp2	8	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		7457	52003	0	58199	31110	14693	12396	24786	19608	4478	700	43	63	30	5.6	6892	564626	35189	6.2	9620	27	80542	27969	26986	35	39	10389	37	10413	1075	6447	2581	272	33	4	1	8163	78	6321	77	5257	64	+	0.38018	0.54394	0.23965	0.35923
20191231_ZH_MEFS_phosphoproteome_FT_2_09_20200102125002	Exp2	9	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		7957	50751	0	56757	30037	14706	12014	24234	18972	4643	619	43	63	32	5.2	6705	636304	34651	5.4	9251	27	84424	27441	26815	33	36	10040	37	10398	964	6354	2774	267	35	3	1	7990	77	6205	78	5180	65	+	0.38423	0.55274	0.24756	0.38134
20191231_ZH_MEFS_phosphoproteome_FT_2_10	Exp2	10	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		7800	51502	0	56251	32400	14347	9504	26711	21060	4920	731	47	65	34	7.7	7060	597935	34795	5.8	9713	28	83444	28262	27645	34	38	10616	38	10778	1023	6456	2902	364	30	3	0	8402	78	6568	78	5432	65	+	0.37313	0.52497	0.2375	0.35245
20191231_ZH_MEFS_phosphoproteome_FT_2_11	Exp2	11	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		8006	50589	0	55799	30513	14864	10422	24986	19628	4654	704	45	64	31	6.8	6712	611567	34574	5.7	9192	27	84212	27712	27089	33	36	10097	36	10355	905	6208	2881	321	37	2	1	8065	78	6284	78	5234	65	+	0.39179	0.54861	0.25079	0.37103
20191231_ZH_MEFS_phosphoproteome_FT_2_12	Exp2	12	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		7551	52244	0	56662	33287	14537	8838	26233	21277	4325	631	46	64	30	7.1	7054	606737	35904	5.9	9854	27	88035	29742	29079	34	38	10716	36	11663	1165	7100	3023	336	37	1	1	8922	76	6986	78	5707	64	+	0.37341	0.52787	0.23512	0.35006
20191231_ZH_MEFS_phosphoproteome_FT_3_01	Exp3	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		7451	52672	0	57458	33693	14193	9572	29309	22911	5518	880	51	68	39	9.2	8306	545695	36272	6.6	9680	27	86508	29897	29269	35	39	10532	35	12109	1262	7448	3052	314	32	0	1	8955	74	6935	77	6275	70	+	0.36353	0.5224	0.22885	0.34215
20191231_ZH_MEFS_phosphoproteome_FT_3_02	Exp3	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		7959	50845	0	55507	32835	13348	9324	27778	22383	4933	462	50	68	37	5	7537	569667	34859	6.1	9522	27	83916	28813	28242	34	39	10375	36	11687	1185	7068	3077	315	40	2	0	8750	75	6728	77	6007	69	+	0.36663	0.54008	0.22913	0.35286
20191231_ZH_MEFS_phosphoproteome_FT_3_03	Exp3	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		7543	52297	0	57106	33183	14303	9620	29055	23128	5122	805	51	70	36	8.4	7953	527553	36044	6.8	9700	27	80966	29446	28829	36	41	10636	36	11136	1102	6744	2955	292	36	6	1	8621	77	6815	79	6120	71	+	0.35631	0.51023	0.22634	0.34346
20191231_ZH_MEFS_phosphoproteome_FT_3_04	Exp3	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		7899	51573	0	57214	31369	14563	11282	27375	21474	4961	940	48	68	34	8.3	7277	580250	35354	6.1	9306	26	82657	28364	27784	34	38	10150	36	10522	897	6251	3020	315	35	3	1	8067	77	6321	78	5553	69	+	0.37745	0.53316	0.23963	0.35617
20191231_ZH_MEFS_phosphoproteome_FT_3_05	Exp3	5	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		7695	52119	0	57681	31732	14823	11126	27284	21264	4975	1045	47	67	34	9.4	7346	579263	35812	6.2	9376	26	84479	28855	28227	34	38	10222	35	10829	1015	6448	2985	330	49	2	0	8299	77	6427	77	5706	69	+	0.38439	0.56709	0.24297	0.37723
20191231_ZH_MEFS_phosphoproteome_FT_3_06	Exp3	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		7644	52656	0	57732	33036	14542	10154	29585	23157	5465	963	51	70	38	9.5	7817	609382	36256	5.9	9822	27	87655	29689	29109	34	38	10710	36	11358	1098	6805	3079	335	40	1	0	8620	76	6769	79	6001	70	+	0.3727	0.53841	0.23568	0.35811
20191231_ZH_MEFS_phosphoproteome_FT_3_07	Exp3	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		7534	52974	0	58158	32910	14878	10370	30461	23444	5930	1087	52	71	40	10	7824	586784	36178	6.2	9955	28	85612	29382	28785	34	38	10808	37	10940	1010	6527	3019	339	43	2	0	8409	77	6671	79	5952	71	+	0.37897	0.54253	0.24246	0.36706
20191231_ZH_MEFS_phosphoproteome_FT_3_08	Exp3	8	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		7561	52892	0	58002	33167	14615	10220	30158	23270	5786	1102	52	70	40	11	8054	581595	36427	6.3	9795	27	86860	29887	29271	34	39	10681	36	11580	1179	6953	3089	330	27	1	1	8782	76	6873	78	6205	71	+	0.36601	0.52065	0.23099	0.34181
20191231_ZH_MEFS_phosphoproteome_FT_3_09	Exp3	9	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		7551	52754	0	58103	32849	14556	10698	29909	23200	5805	904	51	71	40	8.5	8107	590406	36620	6.2	9481	26	88499	29851	29359	34	37	10358	35	11495	850	6706	3463	424	46	5	1	8783	76	6837	78	6216	71	+	0.37054	0.53087	0.23765	0.35879
20191231_ZH_MEFS_phosphoproteome_FT_3_10	Exp3	10	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		7623	52565	0	58015	32643	14472	10900	29765	23136	5531	1098	51	71	38	10	7861	606177	35885	5.9	9591	27	86853	29122	28527	34	37	10325	35	11223	1004	6711	3097	372	35	3	1	8570	76	6635	77	5988	70	+	0.37682	0.53472	0.23949	0.35693
20191231_ZH_MEFS_phosphoproteome_FT_3_11	Exp3	11	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		7535	52883	0	57902	33027	14837	10038	29419	22979	5593	847	51	70	38	8.4	7854	614918	36507	5.9	9662	26	88104	29914	29279	34	38	10550	35	11254	990	6794	3067	362	37	3	1	8655	77	6772	78	6080	70	+	0.37338	0.53801	0.23589	0.3562
20191231_ZH_MEFS_phosphoproteome_FT_3_12_20200105121944	Exp3	12	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		7212	53504	0	58131	34263	14612	9256	30092	23998	5284	810	52	70	36	8.8	8329	564823	37078	6.6	9924	27	88019	30716	30180	35	39	10905	36	11856	967	7172	3355	324	36	2	0	9113	77	7117	78	6484	71	+	0.36476	0.51727	0.23079	0.34223
20200103_ZH_MEFs_Phosphoproteome_FT_4_01	Exp4	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		4517	67384	0	74050	40864	19854	13332	33318	26406	6154	758	45	65	31	5.7	10937	658826	56639	8.6	8679	15	111502	45266	44488	41	46	11642	26	14867	1367	9220	3931	317	30	2	0	11717	79	9743	83	8341	71	+	0.32511	0.47914	0.21234	0.32182
20200103_ZH_MEFs_Phosphoproteome_FT_4_02	Exp4	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		4666	66625	0	73832	40216	19202	14414	32118	25935	5426	757	44	64	28	5.3	9703	590932	55688	9.4	8739	16	100254	43794	43014	44	50	11729	27	13943	1361	8613	3617	314	37	1	0	11174	80	9532	85	7847	70	+	0.29866	0.44078	0.19636	0.30055
20200103_ZH_MEFs_Phosphoproteome_FT_4_03	Exp4	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		4652	66640	0	74268	38726	20286	15256	30947	24420	5708	819	42	63	28	5.4	9010	588087	55550	9.4	8631	16	97866	42791	41926	44	50	11694	27	13060	1393	7784	3516	338	27	1	1	10497	80	9051	86	7159	68	+	0.31367	0.46525	0.20863	0.31871
